DATE_TIME,RSI,MACD,MACD_Histogram,MACD_Signal,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,WilliamsR,Momentum,ROC,OPEN,HIGH,LOW,BC-BO,BH-BL,BH-BO,BO-BL,S&P500_Close,vix_close,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8,day_of_month,hour_of_day,day_of_week,CLOSE_stl_trend,CLOSE_stl_seasonal,CLOSE_stl_resid,CLOSE_wav_detail_L1,CLOSE_wav_detail_L2,CLOSE_wav_approx_L2,CLOSE_mtm_band_1_0.000_0.010,CLOSE_mtm_band_2_0.010_0.060,CLOSE_mtm_band_3_0.060_0.200,CLOSE_mtm_band_4_0.200_0.500,CLOSE
2005-05-02 00:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2852,1.2852,1.284,-0.0008,0.0011999999999998678,0.0,0.0011999999999998678,1162.160034,15.119999885559082,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,2,0,0,1.4248912,0.44433826,0.24626106,-7.4407344,0.47353432,-1.3498254,0.000361309532308951,5.4816846386529505e-05,1.962353053386323e-06,2.4621954253234435e-07,1.2844
2005-05-02 01:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2844,1.2848,1.2839,-0.0002,0.0008999999999999009,0.00039999999999995595,0.0004999999999999449,1162.160034,15.119999885559082,1.2862,1.2861,1.2863,1.2866,1.2874,1.2874,1.2874,1.2874,1.2861,1.2866,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,2,1,0,1.4248912,0.44433826,0.24626106,-7.4407344,0.47353432,-1.3498254,0.0003563269565347582,5.591542867477983e-05,1.968968035725993e-06,2.458332346577663e-07,1.2842
2005-05-02 02:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2843,1.2854,1.2841,0.0008,0.0013000000000000789,0.001100000000000101,0.00019999999999997797,1162.160034,15.119999885559082,1.2853,1.2854,1.2856,1.2853,1.2862,1.2861,1.2863,1.2866,1.2854,1.2853,1.2861,1.2866,1.2874,1.2874,1.2874,1.2874,2,2,0,1.4248912,0.44433826,0.24626106,-7.4407344,0.47353432,-1.3498254,0.00035047385608777404,5.701337067876011e-05,1.9755832454393385e-06,2.454868024415191e-07,1.2851
2005-05-02 03:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2851,1.2859,1.285,0.0,0.0009000000000001229,0.0008000000000001339,9.999999999998899e-05,1162.160034,15.119999885559082,1.2843,1.2842,1.2843,1.2846,1.2853,1.2854,1.2856,1.2853,1.2842,1.2846,1.2854,1.2853,1.2861,1.2866,1.2874,1.2874,2,3,0,1.4248912,0.44433826,0.24626106,-7.4407344,0.47353432,-1.3498254,0.00034624015097506344,5.8107427321374416e-05,1.982133881028858e-06,2.4517677843505226e-07,1.2851
2005-05-02 04:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2852,1.2859,1.2849,0.0003,0.001000000000000112,0.000700000000000145,0.00029999999999996696,1162.160034,15.119999885559082,1.2844,1.2847,1.2848,1.2841,1.2843,1.2842,1.2843,1.2846,1.2847,1.2841,1.2842,1.2846,1.2854,1.2853,1.2861,1.2866,2,4,0,1.4248912,0.44433826,0.24626106,-4.613182,2.0799623,-1.576648,0.0003419500426389277,5.919397153775208e-05,1.988560597965261e-06,2.4489796146554e-07,1.2855
2005-05-02 05:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2854,1.2858,1.2853,0.0,0.0004999999999999449,0.00039999999999995595,9.999999999998899e-05,1162.160034,15.119999885559082,1.2855,1.2848,1.2846,1.2846,1.2844,1.2847,1.2848,1.2841,1.2848,1.2846,1.2847,1.2841,1.2842,1.2846,1.2854,1.2853,2,5,0,1.4248912,0.44433826,0.24626106,-1.0985465,0.37350112,-1.6220496,0.00033804887789301574,6.026924529578537e-05,1.994807234950713e-06,2.446442408654548e-07,1.2854
2005-05-02 06:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2854,1.286,1.2852,0.00045,0.0008000000000001339,0.0005999999999999339,0.00020000000000020002,1162.160034,15.119999885559082,1.2851,1.2856,1.2856,1.2854,1.2855,1.2848,1.2846,1.2846,1.2856,1.2854,1.2848,1.2846,1.2847,1.2841,1.2842,1.2846,2,6,0,1.4248912,0.44433826,0.24626106,0.82161355,0.16211173,-1.2908118,0.00033388088922947645,6.132933049229905e-05,2.0008142200822476e-06,2.4440919332846534e-07,1.28585
2005-05-02 07:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.28585,1.28605,1.28515,-0.0003,0.0008999999999999009,0.00019999999999997797,0.0006999999999999229,1162.160034,15.119999885559082,1.2854,1.2852,1.2853,1.2856,1.2851,1.2856,1.2856,1.2854,1.2852,1.2856,1.2856,1.2854,1.2848,1.2846,1.2847,1.2841,2,7,0,1.4248912,0.44433826,0.24626106,1.8011575,-0.22595096,-0.72439206,0.0003289200540166348,6.237033085199073e-05,2.0065233456989517e-06,2.4418719135610445e-07,1.28555
2005-05-02 08:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.218766033521684,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.28555,1.28675,1.28555,0.00085,0.0012000000000000899,0.0012000000000000899,0.0,1162.160034,15.119999885559082,1.2858,1.2857,1.2855,1.2856,1.2854,1.2852,1.2853,1.2856,1.2857,1.2856,1.2852,1.2856,1.2856,1.2854,1.2848,1.2846,2,8,0,1.4248912,0.44433826,0.24626106,1.6379825,0.18144129,0.0033699786,0.00032352833659388125,6.33884483249858e-05,2.0118727661611047e-06,2.4397226638939173e-07,1.2864
2005-05-02 09:00:00,46.049065866806906,-0.0005193004658301904,-1.5266556533929622e-06,-0.0005182447230701036,0.2510932927211291,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,3.1907808490967207,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2864,1.2868,1.2862,0.0004,0.0005999999999999339,0.00039999999999995595,0.00019999999999997797,1162.160034,15.119999885559082,1.2861,1.2859,1.2857,1.2855,1.2858,1.2857,1.2855,1.2856,1.2859,1.2855,1.2857,1.2856,1.2852,1.2856,1.2856,1.2854,2,9,0,1.4248912,0.44433826,0.24626106,0.71765953,0.02806322,0.6735401,0.00031883607152849436,6.437981210183352e-05,2.0168031369394157e-06,2.4375785301344877e-07,1.2868
