DATE_TIME,RSI,MACD,MACD_Histogram,MACD_Signal,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,WilliamsR,Momentum,ROC,OPEN,HIGH,LOW,BC-BO,BH-BL,BH-BO,BO-BL,S&P500_Close,vix_close,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8,day_of_month,hour_of_day,day_of_week,CLOSE_stl_trend,CLOSE_stl_seasonal,CLOSE_stl_resid,CLOSE_wav_detail_L1,CLOSE_wav_detail_L2,CLOSE_wav_approx_L2,CLOSE_mtm_band_1_0.000_0.010,CLOSE_mtm_band_2_0.010_0.060,CLOSE_mtm_band_3_0.060_0.200,CLOSE_mtm_band_4_0.200_0.500,CLOSE
2005-05-02 00:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2852,1.2852,1.284,-0.0008,0.0011999999999998678,0.0,0.0011999999999998678,1162.160034,15.119999885559082,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,2,0,0,,,,,,,,,,,1.2844
2005-05-02 01:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2844,1.2848,1.2839,-0.0002,0.0008999999999999009,0.00039999999999995595,0.0004999999999999449,1162.160034,15.119999885559082,1.2862,1.2861,1.2863,1.2866,1.2874,1.2874,1.2874,1.2874,1.2861,1.2866,1.2874,1.2874,1.2874,1.2874,1.2874,1.2874,2,1,0,,,,,,,,,,,1.2842
2005-05-02 02:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2843,1.2854,1.2841,0.0008,0.0013000000000000789,0.001100000000000101,0.00019999999999997797,1162.160034,15.119999885559082,1.2853,1.2854,1.2856,1.2853,1.2862,1.2861,1.2863,1.2866,1.2854,1.2853,1.2861,1.2866,1.2874,1.2874,1.2874,1.2874,2,2,0,,,,,,,,,,,1.2851
2005-05-02 03:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2851,1.2859,1.285,0.0,0.0009000000000001229,0.0008000000000001339,9.999999999998899e-05,1162.160034,15.119999885559082,1.2843,1.2842,1.2843,1.2846,1.2853,1.2854,1.2856,1.2853,1.2842,1.2846,1.2854,1.2853,1.2861,1.2866,1.2874,1.2874,2,3,0,,,,,,,,,,,1.2851
2005-05-02 04:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2852,1.2859,1.2849,0.0003,0.001000000000000112,0.000700000000000145,0.00029999999999996696,1162.160034,15.119999885559082,1.2844,1.2847,1.2848,1.2841,1.2843,1.2842,1.2843,1.2846,1.2847,1.2841,1.2842,1.2846,1.2854,1.2853,1.2861,1.2866,2,4,0,,,,,,,,,,,1.2855
2005-05-02 05:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2854,1.2858,1.2853,0.0,0.0004999999999999449,0.00039999999999995595,9.999999999998899e-05,1162.160034,15.119999885559082,1.2855,1.2848,1.2846,1.2846,1.2844,1.2847,1.2848,1.2841,1.2848,1.2846,1.2847,1.2841,1.2842,1.2846,1.2854,1.2853,2,5,0,,,,,,,,,,,1.2854
2005-05-02 06:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2854,1.286,1.2852,0.00045,0.0008000000000001339,0.0005999999999999339,0.00020000000000020002,1162.160034,15.119999885559082,1.2851,1.2856,1.2856,1.2854,1.2855,1.2848,1.2846,1.2846,1.2856,1.2854,1.2848,1.2846,1.2847,1.2841,1.2842,1.2846,2,6,0,,,,,,,,,,,1.28585
2005-05-02 07:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.28585,1.28605,1.28515,-0.0003,0.0008999999999999009,0.00019999999999997797,0.0006999999999999229,1162.160034,15.119999885559082,1.2854,1.2852,1.2853,1.2856,1.2851,1.2856,1.2856,1.2854,1.2852,1.2856,1.2856,1.2854,1.2848,1.2846,1.2847,1.2841,2,7,0,,,,,,,,,,,1.28555
2005-05-02 08:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2445400619661968,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.28555,1.28675,1.28555,0.00085,0.0012000000000000899,0.0012000000000000899,0.0,1162.160034,15.119999885559082,1.2858,1.2857,1.2855,1.2856,1.2854,1.2852,1.2853,1.2856,1.2857,1.2856,1.2852,1.2856,1.2856,1.2854,1.2848,1.2846,2,8,0,,,,,,,,,,,1.2864
2005-05-02 09:00:00,46.049065866806906,0.003702019403356268,-1.5266556533929622e-06,0.0033529994336426324,1.2854299999999999,46.361791156251456,3.837542328379575,3.325681701641622,19.04433101149883,24.30740044628644,-6.298906663926341,-11.775498413812011,-53.677078899619545,-0.0007646666666666662,-0.0606846542023144,1.2864,1.2868,1.2862,0.0004,0.0005999999999999339,0.00039999999999995595,0.00019999999999997797,1162.160034,15.119999885559082,1.2861,1.2859,1.2857,1.2855,1.2858,1.2857,1.2855,1.2856,1.2859,1.2855,1.2857,1.2856,1.2852,1.2856,1.2856,1.2854,2,9,0,,,,,,,,,,,1.2868
