index,exact_value
376,4.437913443049576
377,4.433556712951582
378,4.438045169322289
379,4.454246203023413
380,4.484679628884023
381,4.506325107189425
382,4.520383646602729
383,4.50510424350737
384,4.46668511019458
385,4.385580558625273
386,4.337412443303824
387,4.306740398565901
388,4.261947596570086
389,4.103874155869184
390,3.876947592810225
391,3.626593616498593
392,3.3714689726435507
393,3.0172010824063715
394,2.8335763391606217
395,2.85976808447957
396,3.015217090695277
397,2.9139663124671933
398,2.7301488694757157
399,2.507753541643621
400,2.3305352468638656
401,2.025201509666809
402,1.7244507090454608
403,1.6876712607570685
404,1.9520655832311966
405,2.190450842785389
406,2.4451212180759057
407,2.7753021540971035
408,3.1780446682030963
409,3.633021384496556
410,4.036557501073961
411,4.320919634196399
412,4.46374392931547
413,4.482660809296721
414,4.469285560665996
415,4.446876599192884
416,4.455677537616958
417,4.413637649473092
418,4.353828004721892
419,4.272061058859622
420,4.208050152682032
421,4.14693247756211
422,4.069938129188763
423,3.9608033958132585
424,3.7878443424494064
425,3.5348174098576757
426,3.2903316922008146
427,3.2103450704466683
428,3.337389203907494
429,3.4705255964354205
430,3.5854738231451626
431,3.768200337926995
432,3.9296629930305533
433,4.029443380918286
434,4.01395311192721
435,4.067079641729485
436,4.175741126335532
437,4.303589735437889
438,4.3711365942397515
439,4.404050575782228
440,4.403814882644259
441,4.396583614194812
442,4.366068802854257
443,4.316268717422235
444,4.196946542975611
445,4.0332388840860665
446,3.867675006539074
447,3.7559976777706976
448,3.6490069708759805
449,3.4478488302765595
450,3.115410369707519
451,2.6915283550584936
452,2.3826119523387925
453,2.3448856733168206
454,2.385537902303257
455,2.431344670739542
456,2.4170321754398545
457,2.832431779577792
458,3.401970224949487
459,3.9269669898974784
460,4.15858702633925
461,4.198236066907715
462,4.026362574651751
463,3.8296783628552156
464,3.664058656034247
465,3.6711998432341946
466,3.7527011274210027
467,3.8421508640840756
468,3.842150864084067
469,3.7828498362696994
470,3.719809273519765
471,3.730810806163314
472,3.8192838733669485
473,3.974752639028568
474,4.142874764863499
475,4.253499806633052
476,4.318881105314622
477,4.362262989552138
478,4.448376210892038
479,4.481735345489477
480,4.502860332653254
481,4.4648793018599635
482,4.440635900702476
483,4.382595493140182
484,4.339099525745429
485,4.331607129072646
486,4.363223172596906
487,4.379214897587833
488,4.413043218051339
489,4.434800863794858
490,4.497529725704134
491,4.520995429085518
492,4.542448775917916
493,4.528358985274689
494,4.509208216026274
495,4.486608544023043
496,4.474525862040585
497,4.4632159625879675
498,4.451476423841268
499,4.43349672727215
500,4.41786251302303
501,4.385881682035014
502,4.325847242218731
503,4.19038167130559
504,3.924190346791526
505,3.541693271500412
506,3.1739821219930184
507,3.2363557818210973
508,3.472811122941983
509,3.7154935764602275
510,3.877302055262424
511,4.053314143358026
512,4.238241034912329
513,4.370813977505496
514,4.419631117553658
515,4.3619735737202046
516,4.232119727348136
517,4.053668096495542
518,3.9383738627691876
519,3.8519499200105214
520,3.799196438934163
521,3.6362882005525416
522,3.445050349916466
523,3.229287527596544
524,3.0192184126543964
525,2.7634271812581113
526,2.3639773109077757
527,2.0288485270798056
528,1.972310646687
529,2.262348601811595
530,2.6103187125152227
531,2.7142224799535954
532,2.720802295227436
533,2.6700783152143157
534,2.9143042615228216
535,3.265893814063794
536,3.5277893954668285
537,3.687966513770419
538,3.7828903077573712
539,3.911149059750887
540,3.996009239255789
541,4.044614263451109
542,4.038139499316426
543,4.075513287023081
544,4.136990847798915
545,4.2524642248196605
546,4.348574539425483
547,4.4129834883591395
548,4.40841576062747
549,4.394399383011879
550,4.397758187850932
551,4.4369511349692194
552,4.384298731166833
553,4.229731562250202
554,3.890050715684347
555,3.5526454260017197
556,3.303221715400356
557,3.398683979166669
558,3.499397954552593
559,3.582224141253111
560,3.407279429194701
561,3.0960341445790593
562,2.5648915270886863
563,2.208405708589854
564,2.1746815952153344
565,2.2590002080287563
566,2.513535788448293
567,2.6884180365628154
568,2.8922069400656647
569,2.8935221881761612
570,2.7895709325300997
571,2.633902597439025
572,2.5603079400281614
573,2.653011467252925
574,2.873041530753661
575,3.2464346159861
576,3.61058843716403
577,3.891350346486159
578,4.077292565542204
579,4.128906816875296
580,4.109935069497082
581,4.0921558579650315
582,4.190605797129036
583,4.320562900321806
584,4.391237450926718
585,4.378698146071286
586,4.329426413218658
587,4.276535449883352
588,4.261242681385282
589,4.2814799561101395
590,4.257771956314881
591,4.100665172172914
592,3.7279816904965957
593,3.2561836367214307
594,2.8680748154985802
595,2.754337205302776
596,2.779681252150975
597,3.058176182950096
598,3.4169442160710597
599,3.658473408201094
600,3.710184502478779
601,3.681257737400483
602,3.738870833625296
603,3.9381934924775757
604,4.181048959415492
605,4.3528149816563655
606,4.458910176924636
607,4.502227803489075
608,4.5272304811849295
609,4.525964971616848
610,4.513998987845752
611,4.4818198510485185
612,4.450650814290311
613,4.411752907861415
614,4.383161874752829
615,4.356068504262748
616,4.333318575400733
617,4.30693350597498
618,4.261172676868957
619,4.216805077677031
620,4.113556599059386
621,3.947179488586938
622,3.6615988353177724
623,3.429691145463495
624,3.5324698025582606
625,3.9078791952514393
626,4.229373635750592
627,4.382320744336819
628,4.387937950611867
629,4.3565886556002855
630,4.359167207158302
631,4.40935364951037
632,4.424866131935271
633,4.328909475504409
634,4.132509143067159
635,3.8734620219637748
636,3.741693568894853
637,3.7229087098739138
638,3.734145372437262
639,3.667774271626553
640,3.515705257263379
641,3.278557766854738
642,2.9037853974454597
643,2.545743376165452
644,2.4334221415546837
645,2.644859636795443
646,2.780656145005046
647,2.9356939593597313
648,3.154214794002283
649,3.5630157934379274
650,3.9382111080354343
651,4.240680658878403
652,4.405050050844215
653,4.474962193205695
654,4.464911527604903
655,4.403347982624712
656,4.286011216763351
657,4.16854192439928
658,4.063748837759014
659,4.0420980600297955
660,4.015385078214207
661,4.058010161176561
662,4.064013654863354
663,4.048864785517199
664,3.939386150384308
665,3.9008426495600603
666,3.9715245991669055
667,4.115891665403456
668,4.188321562549906
669,4.21442108659055
670,4.215079673966737
671,4.247734607174656
672,4.302796638489897
673,4.381195254035574
674,4.437096397956349
675,4.4672952469854454
676,4.485986130832729
677,4.519940751304536
678,4.5478751302153
679,4.563441513230815
680,4.521156771166998
681,4.460856029100113
682,4.374550149085898
683,4.366301706452452
684,4.389693429937083
685,4.43591643431425
686,4.454334302356715
687,4.483943198576015
688,4.520530134538243
689,4.546397517778701
690,4.522638291256367
691,4.4557332271132415
692,4.3690807586835945
693,4.3077762855126815
694,4.26610813501208
695,4.238251753200876
696,4.2268928229596625
697,4.234894533956686
698,4.259405384510053
699,4.278589353819159
700,4.312262887412596
701,4.345888133251746
702,4.371001523839284
703,4.373644726158708
704,4.365040025190576
705,4.362038922642267
706,4.336269543426386
707,4.312581131190863
708,4.263603765206842
709,4.252602014742049
710,4.220348780695966
711,4.1628121431446985
712,4.037705648696158
713,3.85687869308472
714,3.6005686174469655
715,3.25938664883579
716,2.9480596809617405
717,2.7353244460075152
718,2.7142454288919677
719,2.7773951387325937
720,3.1275257445065483
721,3.364785015823683
722,3.516312194047749
723,3.5641976743199195
724,3.73084235436232
725,3.892792549530004
726,3.955002351159474
727,3.9025373365934235
728,3.7574743495379237
729,3.719224288726064
730,3.7113179845377995
731,3.7394848937490788
732,3.571038231467663
733,3.2708903069893096
734,2.9396781560775205
735,2.840369062660839
736,2.906643183230059
737,2.986471171745089
738,3.0315631847842406
739,3.0529806915479387
740,3.052570009006104
741,3.0859696716587086
742,3.1119243379457853
743,3.1800377442965035
744,3.177227087077398
745,3.3205793591476995
746,3.3476835504855513
747,3.3857436402043763
748,3.225820136304956
749,3.096573855926076
750,3.215929621256536
751,3.354782396565701
752,3.496809434871174
753,3.3155346183859047
754,3.117985385096805
755,2.815910490571048
756,2.7478748775845507
757,2.6618490314232233
758,2.639124674866181
759,2.6358307462305524
760,2.8002975475644742
761,2.9332695841861116
762,3.1635441204226
763,3.363565142016997
764,3.664797439502688
765,3.881608595604896
766,4.108446529089309
767,4.254358461467866
768,4.377069288214012
769,4.3743922113743645
770,4.307797382635582
771,4.204920204401284
772,4.2242194051225255
773,4.318301278898091
774,4.390501559934836
775,4.370980703288815
776,4.305438864569532
777,4.250596913022114
778,4.227885739483966
779,4.14384828307975
780,4.000978496475705
781,3.8381757471048763
782,3.81644912905219
783,3.939879951341554
784,4.063309019665775
785,4.149399129672365
786,4.141980884139265
787,4.085046729974386
788,3.9284472071216943
789,3.721333190842608
790,3.570657149997488
791,3.5096350045184663
792,3.451048209250651
793,3.218626500384416
794,2.868113080300391
795,2.6735601340501347
796,2.6873442167365837
797,2.726625094453984
798,2.5137328857459003
799,2.278901752014932
800,2.0628576309171467
801,2.235988659569339
802,2.476775334980121
803,2.753669385965466
804,2.9084561676300593
805,3.021652487063621
806,3.1696910906163422
807,3.350157274010428
808,3.499105465401355
809,3.528612948108303
810,3.5389013107074403
811,3.6233276191665547
812,3.852449788620487
813,4.098982975110685
814,4.285385582925863
815,4.350710447513216
816,4.349398438536314
817,4.196049580797394
818,3.9788738720416954
819,3.5022985525174506
820,3.116932307696569
821,2.9021461966208713
822,3.198997723518971
823,3.5376012716805336
824,3.8184542195630895
825,3.956758890643782
826,3.9525835192422494
827,3.851089685597427
828,3.8587784824936078
829,3.930586016395851
830,4.065364136233663
831,4.140733784471636
832,4.226293842103955
833,4.2749525708377885
834,4.3028799603948045
835,4.317736601019342
836,4.355952704125087
837,4.3728434925737565
838,4.373266190406995
839,4.3649294840315624
840,4.396863105135967
841,4.4518688150128245
842,4.460785817199798
843,4.45792500636743
844,4.377133735591367
845,4.284304416053737
846,4.091640281683388
847,3.853663501700521
848,3.497178713838722
849,3.0966190929722637
850,2.8340076496367272
851,2.8000869957261094
852,2.812663235615842
853,2.5910396451382423
854,2.234356148758122
855,2.009490890204356
856,2.168110874517594
857,2.4287382635177166
858,2.624905958178133
859,2.9126061778353636
860,3.210511964669211
861,3.4067638646191054
862,3.414728501182722
863,3.256963154682893
864,3.10970658996877
865,3.103450332500218
866,3.32858572408095
867,3.517451748108526
868,3.5912425796325547
869,3.4527194679654007
870,3.266416182301768
871,3.3073868799187705
872,3.6293171850387766
873,3.9513018511924094
874,4.139239048142496
875,4.2167597515994455
876,4.219199762869844
877,4.21854611878231
878,4.226289197825141
879,4.268515274988726
880,4.277849241759191
881,4.25153474880958
882,4.1347324541165555
883,4.032620655982703
884,3.967459011232791
885,3.9776037496772507
886,3.955679714783542
887,3.8811683450855097
888,3.7801873820177985
889,3.5838291345222837
890,3.333938100658383
891,3.0501707496334456
892,3.13207294027087
893,3.283760419462995
894,3.369493892087832
895,3.278798673658089
896,3.2832380448021006
897,3.398288347617611
898,3.487420000367072
899,3.4740449713388957
900,3.3962728151351853
901,3.4230926099540784
902,3.5333627523676725
903,3.668212953431107
904,3.7729367368432056
905,3.8543646853646476
906,3.9662684160089134
907,4.078988045900973
908,4.1914243502636355
909,4.227526251016728
910,4.204899885599338
911,4.053143756277955
912,3.9538536154492747
913,3.9641529985123793
914,4.182724057625647
915,4.3319391034301455
916,4.420588519243256
917,4.429461643056081
918,4.457688967667501
919,4.486158868670849
920,4.520198410292195
921,4.527854829673178
922,4.5172283643217686
923,4.49372587506525
924,4.45483220800802
925,4.412629402369477
926,4.34782671270583
927,4.276254801476969
928,4.205124365094262
929,4.1435581586669175
930,4.0968082098517735
931,4.001830009645059
932,3.8841343794500895
933,3.6807276846995856
934,3.4641064243610478
935,3.2033354359786936
936,3.042860824208152
937,3.348962452750102
938,3.7970291408662367
939,4.209409323799192
940,4.378319941544649
941,4.429665959880042
942,4.400974817211746
943,4.3495462299153065
944,4.238451589823553
945,3.99549481358772
946,3.68080301617281
947,3.3960218734012844
948,3.3190809833605757
949,3.286454368180716
950,3.2014339561170817
951,2.961855969074135
952,2.6635976297456065
953,2.3792431470728284
954,2.3845894570536363
955,2.612337829280848
956,2.882373462856685
957,3.109374967114466
958,3.3547031766252964
959,3.5226106116582523
960,3.6192229896557366
961,3.56276821686343
962,3.514753275235007
963,3.440639049616856
964,3.4884462982524664
965,3.6338443724676073
966,3.9326685102374586
967,4.195291308109816
968,4.328100318353296
969,4.260113363796447
970,4.019106165638028
971,3.592419180081699
972,3.186954072842774
973,2.962623108452222
974,3.091564776189244
975,3.254997126160909
976,3.4088309990661405
977,3.49477376065083
978,3.4370514736200484
979,3.195390978447351
980,2.6923773327870792
981,2.190572099972557
982,2.0970420722678647
983,2.3263731633106284
984,2.6503131800700257
985,2.8649837414380954
986,2.9979266507470195
987,2.929494047543275
988,2.7542729529118475
989,2.740184738213652
990,2.840453793930485
991,2.902442287037099
992,2.758040972473032
993,2.4718261765136766
994,2.2390966172652313
995,2.0174833094200597
996,1.8298037454227578
997,1.6236140538091
998,1.88613434752033
999,2.143773152857282
1000,2.322814135730474
1001,2.3903733266318827
1002,2.6431782729882114
1003,2.7964204769436933
1004,2.8097217927387037
1005,2.6793139399548784
1006,2.8928837688836855
1007,3.3947195407418334
1008,3.6775909827785878
1009,3.748835797209961
1010,3.4976265693160227
1011,3.341053014506077
1012,3.213714472380471
1013,3.254784102960197
1014,3.177127775886192
1015,3.0805224186735747
1016,3.025558406399575
1017,2.9834768453538825
1018,3.023998042672659
1019,3.0876336290752198
1020,3.141700850229593
1021,3.229514216006517
1022,3.4572435444762304
1023,3.7706785439327817
1024,4.098649304852679
1025,4.278345231816104
1026,4.343645938956935
1027,4.245931961589384
1028,4.144872313477228
1029,4.027461547369944
1030,3.9857632406676387
1031,3.9255926023454077
1032,3.9138773916663943
1033,3.8806548588472474
1034,3.835196502743699
1035,3.8544955721484597
1036,4.029698263862331
1037,4.193330263984991
1038,4.297472114806915
1039,4.312304145621426
1040,4.33477200035629
1041,4.362074964417267
1042,4.388783595827877
1043,4.43799797779003
1044,4.462343353123576
1045,4.479669404758135
1046,4.449928209948261
1047,4.411678297644673
1048,4.340736202522693
1049,4.207045699615675
1050,3.9663721572636548
1051,3.7272347206532985
1052,3.7337656989928965
1053,4.022587081057756
1054,4.270882978308182
1055,4.399868586514416
1056,4.438992170625039
1057,4.439113814512142
1058,4.401859357085842
1059,4.313299938112403
1060,4.165581975941708
1061,3.9522635817965006
1062,3.60792206635634
1063,3.183782667606329
1064,2.8012553117469605
1065,2.694593390899715
1066,2.7295113694821693
1067,2.80287925855554
1068,2.8872805589933948
1069,2.97082137666231
1070,3.052943038241548
1071,3.13518166828276
1072,3.174415305991557
1073,3.140064241143214
1074,3.0654976454739473
1075,3.1796310010682114
1076,3.2989191475575783
1077,3.388886183374808
1078,3.2518936808181613
1079,3.314813184808689
1080,3.5448994885444534
1081,3.898221573923481
1082,4.006016943471433
1083,3.9382184099717343
1084,3.672891308098095
1085,3.5311943612581866
1086,3.6202336200332894
1087,3.8279472971304003
1088,3.8908983575474836
1089,3.8116280820239408
1090,3.6066947012535624
1091,3.5882798586774127
1092,3.6846689135351225
1093,3.852984418364038
1094,3.8853396085670715
1095,3.8685513275020487
1096,3.8731094307071188
1097,3.8966248053098966
1098,3.9920487452388698
1099,4.110443135665234
1100,4.279250061379838
1101,4.399504548271319
1102,4.442539749727661
1103,4.41540850341822
1104,4.307968735374198
1105,4.087755963865594
1106,3.719803800771528
1107,3.19482416210165
1108,2.7907004150758516
1109,2.3762243671741463
1110,2.2415672999376115
1111,2.1375539012821876
1112,2.5026249316121265
1113,2.828667688072428
1114,3.0660193018287725
1115,3.193583624976389
1116,3.246709322155509
1117,3.2275365910805505
1118,3.2213135722449446
1119,3.3109665520129474
1120,3.5286370901687105
1121,3.799019401042938
1122,4.010490272048688
1123,4.156072567164189
1124,4.223995711046621
1125,4.274475198519126
1126,4.3219492134909965
1127,4.347790770524859
1128,4.263568055706319
1129,4.036741441606982
1130,3.6227164447156284
1131,3.3036116545516596
1132,3.1986017315910535
1133,3.4703994724733307
1134,3.6856458135023296
1135,3.8932851778354443
1136,3.9377846127061846
1137,3.8794842411812698
1138,3.722736157632338
1139,3.61723114397053
1140,3.5893905180572663
1141,3.6054129105743633
1142,3.589444878193058
1143,3.509982335826512
1144,3.3265514866977264
1145,3.0065721601701036
1146,2.5623484474447453
1147,2.191019884979762
1148,2.2036067066699214
1149,2.4092705886850525
1150,2.5922273486605065
1151,2.770312631123701
1152,3.0413984165981343
1153,3.2762615224878586
1154,3.317376865763861
1155,3.3011673734941165
1156,3.472502188108347
1157,3.8138846604089833
1158,4.033860082579117
1159,4.064015635512582
1160,4.02871969440456
1161,4.089248073405837
1162,4.220952981221981
1163,4.318835883095303
1164,4.325856353789816
1165,4.2915289984768
1166,4.235247041923558
1167,4.194321790677166
1168,4.184889982979968
1169,4.198629237440485
1170,4.229502814215766
1171,4.273330087177142
1172,4.333160971631778
1173,4.409097341798535
1174,4.42455335049358
1175,4.400214897709667
1176,4.344727646703539
1177,4.344572781014025
1178,4.385839250216669
1179,4.419419227884812
1180,4.419408379154164
1181,4.3487013334759546
1182,4.246573601747352
1183,4.14468711285664
1184,4.09984516050349
1185,4.10274687609576
1186,4.126384011509609
1187,4.208335223656358
1188,4.261943673907843
1189,4.2419195481898475
1190,4.076131428071561
1191,3.8047751574660036
1192,3.455006307490111
1193,3.0747533945061694
1194,2.8308710001591906
1195,2.935398986534129
1196,3.2659702150879917
1197,3.510012124520015
1198,3.647773065431928
1199,3.663670071807841
1200,3.671524800442098
1201,3.683675618198577
1202,3.8401525954483278
1203,4.048286514677775
1204,4.2519771309413255
1205,4.3431196827075205
1206,4.3687011705678644
1207,4.354032664908288
1208,4.370154121653248
1209,4.3839123779360865
1210,4.3588521012141825
1211,4.278730996740171
1212,4.17816912607906
1213,4.110206121280847
1214,4.0903820819958625
1215,4.0904169675764095
1216,4.1055260179273
1217,4.068637762139444
1218,4.0018520308017225
1219,3.8695981641787456
1220,3.7527771836930217
1221,3.609120446596753
1222,3.4825084696282262
1223,3.25867475039996
1224,3.085939148109987
1225,2.8948990390991414
1226,2.9095586081804403
1227,2.819081341704545
1228,2.7932714853936287
1229,2.846314932902637
1230,3.006676676906096
1231,3.093646019337905
1232,2.999692324381838
1233,2.920804202172461
1234,3.024437916023775
1235,3.3081496841474545
1236,3.5542858623102633
1237,3.7585410206586007
1238,3.9291894269658076
1239,4.109505571598473
1240,4.272716855197166
1241,4.393970157208871
1242,4.467176450181712
1243,4.490898773313038
1244,4.501578893152486
1245,4.497709517101617
1246,4.481222625366973
1247,4.456600534864256
1248,4.431785130668068
1249,4.439723527637869
1250,4.441807930477541
1251,4.430353637483598
1252,4.367685130015347
1253,4.2612110326171075
1254,4.154580728887202
1255,4.1195648552118165
1256,4.217902720668461
1257,4.34634770718973
1258,4.416173798975054
1259,4.400543688219111
1260,4.361445917480566
1261,4.357658034171748
1262,4.396529994434961
1263,4.365805917575203
1264,4.202810946824735
1265,3.866134104784321
1266,3.53994294819263
1267,3.5038219098463568
1268,3.726368983686011
1269,3.9335242542924864
1270,4.069301178260784
1271,4.077163606929272
1272,4.025410099579097
1273,3.8770592595327984
1274,3.8195258005044597
1275,3.8781012949378955
1276,4.072675476877906
1277,4.2214797057461935
1278,4.284726413109247
1279,4.233093584881194
1280,4.14491070317179
1281,4.068240275625912
1282,4.060341875622041
1283,4.082825783953892
1284,4.079772346473542
1285,4.104605837345892
1286,4.159736637978746
1287,4.245893468460335
1288,4.260792973639463
1289,4.220446262534011
1290,4.139351466202126
1291,4.045837958542003
1292,3.858996407636309
1293,3.55953299133178
1294,3.157950744920654
1295,2.937384273136339
1296,3.0032425874989412
1297,3.2283177815022643
1298,3.472857971285776
1299,3.7094589504350965
1300,3.9605965466445627
1301,4.149539690491935
1302,4.310140404740382
1303,4.399232100997005
1304,4.464705209658494
1305,4.470977791207988
1306,4.470827786219328
1307,4.468243306808941
1308,4.49089191896793
1309,4.504768614929071
1310,4.5113158715010835
1311,4.509744982817847
1312,4.520342334532092
1313,4.5179449342659135
1314,4.494195581179223
1315,4.430148686187815
1316,4.33715109210052
1317,4.2210403860431995
1318,4.12099795528668
1319,4.0558890597165425
1320,4.052116032972525
